,Tweets
9027,harus ada yang bertanggung jawab untuk tragedi kanjuruhan yang menewaskan  nyawa perlu digarisbawahi para korban tewas bukan karena baku hantam tapi karena pingsan sesak nafas panik cari jalan keluar terinjakinjak karena gas air mata polisi  
9028,foto kerusuhan di stadion kanjuruhan sejumlah mobil polisi hancur  
9029,vidio detik  detik polisi menembakkan gas air mata hingga korban berjatuhan   kanjuruhan arema parsebaya 
9030,kenapa ga pikir panjang pak polisi yang menembakkan gas air mata ke tribun penonton ya kanjuruhan
9031,siap siap aja  piala dunia  batal dilarang main afc senior dan  dilarang main aff senior  dan  sea games  gara garanya  polisi yang tidak tau aruran yang menyebabkan kefatalan yang sangat besar  suporter yang kampungan  restinpeace kanjuruhan fifa
9032,jauh  dari solo ke semarang buat nobar tp gara  kejadian kanjuruhan laga di tunda  gpp demi kemanusiaan harus ditunda   tindak tegas club arema supaya supporternya bisa lebih hati  dalam meluapkan kekecewaan   usut tuntas oknum polisi yang melempar gas air mata 
9033,siap siap aja  piala dunia  batal dilarang main afc senior dan  dilarang main aff senior  dan  sea games  gara garanya  polisi yang tidak tau aruran yang menyebabkan kefatalan yang sangat besar  suporter yang kampungan  restinpeace kanjuruhan fifa 
9034,anda panggil kapolri bentuk tim investigasi cari tau mengapa polisi menembak gas air mata di kanjuruhan yang bikin penonton panik berdesakan terinjak dan meninggal siapa yang bertanggungjawab di lapangan  jangan cuma sekedar berkomentar ke media saja 
9035, sedih memang rasa nya melihat kejadian semalamsiapa yang ingin di salahkan jika terjadi seperti inipolisisuporterpssi atau siapa menonton sepak bola memang lah menegangkan namun harus ada nya kedewasaansemoga lekas membaik  kanjuruhan prayforkanjuruhan restinpeace
9036,inilah sosok  polisi yang meninggal saat kerusuhan arema di stadion kanjuruhan malang  
9037,alasan polisi tembakkan gas air mata saat kerusuhan suporter di stadion kanjuruhan malang  
9038,ipw desak penyebab kematian  polisi di stadion kanjuruhan malang 
9039,nih aku kasih kesaksian temenku sendiri yg nonton arema live dari kanjuruhan dan dari twit itu aku jg ga ngebela fans arema yg rusuh tp aku menekankan ke situasi dmn polisi iniloh kenapa asal main tembak gas air mata ke tribun yang jelas rame dan desak desakan  
9040,mau cerita dikit takut bangett ternyata kemarin banyak polisi ke arah kanjuruhan itu karena arema tanding dan aku bersyukur bangett karena aku pulang nya gak kemaleman mana rame banget dijalan
9041,supporter yang terlalu fanatik dan selalu menuntut tim kebanggaannya untung menang mungkin menjadi faktor tragedi kanjuruhan serta ada oknum polisi yang menembakkan gas air mata menjadi salah satu faktor lainnya rip
9042, sama  tapi dalam tragedi kanjuruhan kerusuhan antar suporter tdk terlalu besar justru kematian banyak disebabkan karena adanya gas air mata dr polisi ke arah tribun penonton akhirnya suporter berdesakan keluar
9043, artinya polisi harus tanggung jawab atas korban tewas di stadion kanjuruhan malang
9044,indonesia terancam sanksi fifa ada potensi pencabutan status tuan rumah piala dunia   tragedi kanjuruhan  orang meninggal dunia  semua krn soporter kampungan gk bisa terima kekalahan atas tim kesayangan amp polisi menggunakan gas air mata melanggar aturan fifa 
9045,aku marah sama aremania yang turun ke lapangan aku benci polisi polisi jancok penembak gas air mata aku undur diri dari tribun sampai waktu yang mungkin lama terimakasih gate  terima kasih curvasud terima kasih kanjuruhan terima kasih kepanjen terima kasih malang 
9046,ini efek gas air mata seperti ditembakkan polisi di stadion kanjuruhan malang 
9047,sementara akan presiden ri jokowi secara kerusuhan aremania setelah kerusakan mobil polisi di rsud kanjuruhan kabupaten malang  karena tindakan sepak bola indonesia secara dihentikan  mohon bantuannya yaa           
9048,detikdetik oknum polisi menembak gas air mata ke arah tribun yang rusuh berada dilapangan dan yang berada di tribun hanya menonton saja tapi mengapa polisi tembak ke arah tribun apa tidak tau kalau ada anakanak dan perempuan kanjuruhan arema persebaya 
9049,ribuan polisi mengheningkan cipta terkait tragedi kanjuruhan  antara news bengkulu 
9050,siap siap aja  piala dunia  batal dilarang main afc senior dan  dilarang main aff senior  dan  sea games  gara garanya  polisi yang tidak tau aruran yang menyebabkan kefatalan yang sangat besar  suporter yang kampungan  restinpeace kanjuruhan 
9051,pesepakbolaan indonesia berduka  arema fc vs persebaya ricuh di stadion kanjuruhan malang   korban jiwa meninggal hr itu korban anggota polisi amp supporter   smoga ini mnjadi pembelajaran sepakbola hanya hiburan knp harus ada yg jadi korban dari suatu yg menghibur 
9052,udah mulai banyak dukungan tindakan polisi di  twit soal kanjuruhan  buzer udah mulai gerilya
9053,pimpinan komisi iii dpr ri ahmad sahroni minta kapolri jtindak tegas polisi yang menggunakan gas air mata dalam tragedi stadion kanjuruhan    
9054,padahal fifa telah melarang tapi kok polisi tetap menggunakan gas air mata di stadion kanjuruhan  kanjuruhan aespa aremania persebaya trending  
9055,dua polisi tewas dalam tragedi kanjuruhan ini identitasnya  
9056,polisi anjing kanjuruhan
9057,jujur gw ga suka  polisi yang nakal tapi dengan kejadian tragedi ini yang pertama harus kita evaluasi bukan kepolisiannya tapi mental supporternya seorang gentleman kalau kalah ya akui tetap dukung yg kita cinta anarkis menandakan sdm kita rendah kanjuruhan
9058,kasian ya pak sigit berusaha membenarkan citra polisi gara gara sambo sekarang jelek lagi gara gara kejadian kanjuruhan
9059,nama polisi yang menjadi korban kericuhan kanjuruhan malang ini sosoknya    kanjuruhan aremania persebaya malangberduka  iwan bule  tolol  goblok  indonesia  polisi  banned  fifa  pssi    liga indonesia  berita kanjuruhanberduka
9060,ini kronologi tragedi kanjuruhan berdasarkan laporan polisi  
9061,makin tahun makin ngawur kanjuruhan  polisi  prayforkanjuruhan
9062,nama polisi yang menjadi korban kericuhan kanjuruhan malang ini sosoknya  
9063, bonek ga ada satupun yang hadir di kanjuruhan ini murni aremania sama polisi
9064,terungkap inilah penyebab dan dibalik  orang tewas bukan hanya aremania dan anggota polisi melainkan kanjuruhan aremania persebaya tragedikanjuruhan malangberduka 
9065,kapolres ungkap penyebab kerusuhan kanjuruhan malang  orang tewas termasuk  polisi 
9066,tragedi kerusuhan di kanjuruhan jadi sorotan begini kronologis versi polisi   
9067,ayo serukan  munduriwanbule mundurmanajemenptlib  usut ke ranah hukum semua pihak yang menjadikan potensi tragedi kanjuruhan terjadi sesuai porsi tak terkecuali pihak yang menolak  anjuran polisi pelaksanaan di sore hari
9068,polisinya gak cuma tolol tapi kontol polisi makin melukai satu kata bubarkan polisi  kanjuruhan berduka bubarkanpolisi  aremania
9069, gue juga masih bingung gak mungkin kan bonek berani dtg ke kanjuruhan buat nonton jadi ini yang bunuh  orang itu siapa polisi kah
9070, jangan alasan polisi dalang kasus kanjuruhan
9071,kronologi lengkap tragedi kanjuruhan versi polisi korban tewas terus bertambah 
9072,news hari ini kanjuruhan prank kdrt ke polisi
9073,dalam tragedi kanjuruhan tetap yg salah adalah aparat kepolisian karena menggunakan kekuatan berlebihan ga terima baca  ini dulu biar paham harus nya polisi gimana dalam menangani kerusuhan
9074,kejadian di kanjuruhan bisa menimpa siapa saja bukan hanya para supporter melainkan seluruh masyarakat indonesia kekeliruan tindakan yang dilakukan polisi ini bisa saja terjadi saat kalian mengungkapkan pendapat di jalanan bisa saja terjadi di tanah petanai yang sedang di
9075,klo suporter salah akan terjadi kerusuhan properti damage ada korban jiwa mungkin  klo polisi yg salah ya hasilnya kyk kemaren karena ability mereka lebih besar dr org biasa  jadi gw nyalahin polisi lah tanpa tear gas gak mungkin sebanyak itu korbannya kanjuruhan
9076,tragedi kanjuruhan ylbhi sebut ada pelanggaran penanganan massa oleh polisi  temponasional
9077,polisi yg nembak gas air mata ke tribun di kanjuruhan gue sumpahin matinye sengsara 
9078,usul polisi ditolak  mahfud juga mengungkap aparat sebelumnya sudah mengusulkan agar pertandingan arema fc melawan persebaya di stadion kanjuruhan malang agar dilaksanakan sore jumlah penonton pun diminta disesuaikan
9079,sebenarnya sakit hati lihat polisi bersenjata pukulin warga biasaa yang ga bawa apa apa tapi mau gimana lagi juga serba bingung mungkin kedua belah pihak  kanjuruhan aremania persebaya prayforkanjuruhan polisiindonesia 
9080,setelah dari tadi baca kasus kanjuruhan malang yang meninggal sampe  dan kabarnya masih nambah terus pengin bilang polisi kontol kalo kerja ga pake otak asuu
9081,tragedi kanjuruhan la nyalla soroti polisi dalam pola penanganan suporter 
9082,jangan percaya hasil investigasi tragedi kanjuruhan yg sumbernya dari polisi ataupun pemerintah kecuali proses investigasi dilakukan terbuka bukti diperlihatkan dan hasil diumumkan
9083,provokator masuk lapangan  polisi gebukin pakai tongkat  tribun mulai resah  malah dilempar gas air mata    kanjuruhan prayforkanjuruhan
9084,mewakili banyak isi hati orang yg masih warasyang pro terhadap polisi dan sangat kontra terhadap aremania yg turun ke lapangan kanjuruhan stadionmu kanjuruhan juga rumahmu tapi dengan teganya kau nodai rumahmu dengan darah  lihat video ayaarj tiktok 
9085,tragedi stadion kanjuruhan malang yang merenggut ratusan nyawa dan bbrp polisi 
9086,bayangin aja pintu keluar kanjuruhan itu ga besar terus ditembakin gas air mata ke tribun apa yang polisi harapin keluar nya bisa tertib ya enggalah yang ada malah kepanikan keluar jadi susah dan bisa saling injak sana sini
9087,kronologi tragedi di stadion kanjuruhan versi polisi  
9088,ratusan aremania meninggal dunia di stadion kanjuruhan usai bentrok dengan polisi  arema fc vs psby  lewat  tangerang
9089,detikdetik kerusuhan pasca laga arema fc vs persebaya di stadion kanjuruhan malang versi polisi  
9090,fakta tragedi stadion kanjuruhan berawal dari suporter arema rusuh sampai polisi sempat menembakkan gas air mata untuk membubarkan massa prayforkanjuruhan  
9091,nonton amp baca berita tentang tragedi di kanjuruhan dan tau penyebab kerusuhannya cuman karena supporter oknum ga terima kalo tim nya kalah itu goblok bgt sih  supporter rusuh polisi bertindak
9092, suporter rusuhcara polisi juga salahmending ditinggal aja itu suporter buat ngrusakin kanjuruhan dengan catatan pemain official dan panitia sudah dievakuasi dengan harapan semua tidak ada korbantapi siapa jamin kalo sekian ribu massa sudah rusuh
9093,derbi jatim di stadion kanjuruhan membawa petaka sebanyak  orang dilaporkan meninggal dunia termasuk dua personel polisi menjadi korban prayforkanjuruhan 
9094,tragedi kanjuruhan malang pernah terjadi di peru suporter yg tdk terima gol peru dianulir masuk stadion polisi yg brutal memukul suporter amp massa tak terima akhirnya chaos kesalahan pengamanan polisi menembakkan gas air mata semua panik sesak napas akhirnya  meninggal 
9095,polisi punya alasan tembakkan gas air mata ke tribune stadion kanjuruhan 
9096,bahaya gas air mata di stadion kanjuruhan aturan fifa amp alasan polisi 
9097,gas air mata selimuti stadion kanjuruhan polisi penonton sesak napas karena desakdesakan    via 
9098,bunyi pasal  larangan gas air mata di stadion usai tragedi ricuh kanjuruhan malang cek aturan fifa stadium    trending trendingnews fyp fyp viral iwan bule polisi kapolda jatim pecat tolol prayforkanjuruhan  kanjuruhan aremania 
9099,batal kawal persib vs persija ribuan polisi berdoa di gbla untuk korban tragedi kanjuruhan 
9100,tragedi kanjuruhan lanyalla sesalkan polisi gunakan gas pengendali massa   
9101,setelah kasus sambo   apakah kali ini polisi kembali menjadi sorotan dalam tragedi kanjuruhan prayforkanjuruhan indonesia
9102,bola untuk nyawa bukan nyawa untuk bola rip kanjuruhan aremania malang polisi 
9103,kualitas polisi dlm menanganimengendalikan massa makin sini makin ancur khusus tragedi kanjuruhan kalian semua polisi goblok 
9104, trending kdrt leslar baim ngikutin trending saat ini trending kanjuruhan baim ikutan main gas airmata ke polisi
9105,instagram polres malang digeruduk netizen imbas tragedi di stadion kanjuruhan     polres malang polisi instagram netizen serbu suporter aremania arema indonesia nasional prmn pikiranrakyat prmnsahabatumkm pikiranrakyatmedianetwork
9106, inilah  supporter berhimpitan hingga meregang nyawa saat mereka berdesakan keluar menghindari gas air mata yg ditembakkan polisi di stadion kanjuruhan   prayforkanjuruhan 
9107, polisi meninggal dunia dalam tragedi kanjuruhan ketua ipw apakah diserang karena tembakan gas air mata  
9108, polisi meninggal dunia dalam tragedi kanjuruhan ketua ipw apakah diserang karena tembakan gas air mata 
9109,tragedi kanjuruhan ini kronologi versi polisi 
9110,imbas  tragedi kanjuruhan laga persib vs persija ditunda bagaimana nasib tiket yang sudah dibeli suporter    tragedi karunjuhan l tragedi tragedikarunjuhan kerusuhan l polisi l isilop l gas air mata
9111,dan selamanya polisi akan tetap berprilaku seperti itu tidak punya rasa kemanusiaan biadap kanjuruhan 
9112,anjing lah yg pada nyalahin knp liga nya harus malem knp polisi harus tembakin air mata knp harus bawa  sama cewek nonton bola  kalo emang niatnya nonton bola kalah menang terus pulang gak bakal kaya gini emang goblok aja si provokatornya  si anjing kanjuruhan
9113,   kita setuju klo supporter memang bnyak yg anarkis tpi dlm kasus ini klo kita merujuk pda twit awal yg tdk bs mnyalahkan polisi itu jga salah krna apa yg dillakukan polisi di kanjuruhan semalam tidak bisa dibenarkan dan berefek sangat buruk
9114,dede yusuf merasa prihatin atas terjadinya tragedi kanjuruhan yang menewaskan ratusan orang dari suporter sepak bola dan polisi  tragedikanjuruhan 
9115, yang bikin korban berjatuhan itu polisi tolol mengapa gas airmata dilontarkan di area yang bisa dibilang kedap udara dan massa suporter ga sedikit mikir ga lu yang rusuh dimana yang di tembak gas airmata dimana kanjuruhan
9116,    jdi polisi yg jaga di kanjuruhan ga bisa seprovesional polisi di laga lain yg pernah rusuh juga
9117,  apa iya polisi sering bawa gas air mata dsetiap pertandingan bukan hanya di kanjuruhan saja 
9118,sesuai prosedur apanya pak kapolda jatim fifa juga udah ngelarang pake gas air mata di stadion makanya jadi polisi rajin baca dong jangan goblok maen nyiksa sama keroyok aja  prayforkanjuruhan kanjuruhan fifa pssi arema persebaya 
9119, tolol   tragedi stadion kanjuruhan ratusan nyawa melayang  salah satunya disebabkan penggunaan gas air mata di stadion sepak bola oleh polisi yang sudah dilarang fifa melanggar fifa stadium safety and security regulations pasal  huruf b  
9120,lanjut kronologi karena temen  yang lain masih ada jiwa kemanusiaan akhirnya  polisi bisa diangkat tapi dengan keadaan yang sudah tidak bernyawa alfatihah buat semua korban  prayforkanjuruhan kanjuruhan polisi tolol arema bonek malang
9121,innalillahiwainailaihirojiun  kronologi  polisi ikut berdesakdesakan dipintu keluar gate  yang  bisa lepas dan hidup yang  meninggal gak ada yang nolongin karena dia polisi lanjut dikomentar  prayforkanjuruhan fifa bonek gas air mata arema malang kanjuruhan 
9122,tragedi kanjuruhan tragedi flyover casablanka tragedi baim paula prank polisi sabar ajg satu satu 
9123,turut menyampaikan keprihatinan amp berbela sungkawa atas tragedi kemanusiaan di stadion kanjuruhan malang koban rakyat akibat kebobrokan kepolisian kenapa polisi tembak gas air mata ke suporter di tribunseharusnya polisi atasi suporter yang masuk lapangan bukan ke tribun 
9124, meninggal dunia dalam tragedi stadion kanjuruhan dua polisi jadi korban 
9125,ketum pssi mochamad iriawan berang dukung polisi usut tuntas tragedi kanjuruhan  
9126,nangis bgt denger berita kanjuruhan  gimana rasanya ya jdi keluarga korban  oknum supporter yg rusuh ditambah lg oknum polisi jg yg nembakin gas air mata ke tribun   ga habis pikir udh  orang meninggal my deep condolences for all victims  prayforkanjuruhan
9127,lucuti persenjataan polisi kurangi anggaran polisi lucuti kekuasaan polisi  atau sekalian bubarkan polisi  kanjuruhan sepakbola
9128,tags  fifa baim  gas air mata polisi suporter indosiar indonesia kanjuruhan malangberduka          ayam goreng   ayam pop   khas bukittinggi di bandung    
9129,detikdetik kerusuhan pasca laga arema fc vs persebaya di stadion kanjuruhan malang versi polisi 
9130,komnas ham bakal menurunkan tim untuk memantau penanganan tragedi kanjuruhan yang menewaskan  orang komnas ham juga meminta polisi usut tuntas insiden ini  
9131,  yang meninggal itu banyak yang ada di tribun dan pintu keluar mas yang jelas banyak korban yang tidak ikut terprovokasi tp ikut meninggal sudah  kali polisi melakukan hal ini di kanjuruhan
9132,  mas turut berduka cita dg keponakanmu tapi hoof bagian pengamanan persebaya yg suporter arema serang di stadion serta dibakar kendaraanya di kanjuruhan sudah naik rantis pun masih dikejar di lempari  ini tragedi polisi gak seharusnya nembak gas air mata tapi itu ada sebabnya
9133,tragedi kanjuruhan malang bukan bentrok antar seporter tetapi ini murni ketidak profesionalan aparat dalam menangani sebuah masalah apakah polisi dan pssi tidak faham dengan regulasi fifa yang melarang gas air mata berada didalam stadion ini sudah seperti pembunuhan masal 
9134, penyebab tragedi stadion kanjuruhan malang versi polisi kekurangan oksigen 
9135,  penyelenggara liga dan federasi terkadang kurang kurang tegas memberikan hukuman kepada tim atau pihak yang melakukan pelanggaran   dan mungkin ada banyak faktor lagi   intinya kejadian di kanjuruhan ini bukan karena salah suporter ataupun polisi saja
9136,tragedi kanjuruhan   kapasitas stadion  ribu panpel menjual tiket sekitar  ribuan   sudah di minta untuk main sore lebih mudah dalam menjaga keamanan tapi pihak indosiar menolak alasan rating   suporter tidak terima timnya kalah   polisi yang menembakkan gas air mata
9137,  kehilangan nyawa di kanjuruhan ni bukan sebab bergaduh bang tapi karena tear gas oleh polisi
9138,lebar pintu keluar stadion kanjuruhan  apa yg diharapkan polisi saat menembakkan gas air mata penonton keluar dg tertib melalui pintu ini sambil senyumsenyum 
9139,komnas ham bakal menurunkan tim untuk memantau penanganan tragedi kanjuruhan yang menewaskan  orang komnas ham juga meminta polisi usut tuntas insiden ini tragedikanjuruhan 
9140,komnas ham bakal menurunkan tim untuk memantau penanganan tragedi kanjuruhan yang menewaskan  orang komnas ham juga meminta polisi usut tuntas insiden ini tragedikanjuruhan 
9141,mau nyalahin polisi soal tragedi kanjuruhan percuma mereka tinggal konpers klarifikasi bikin statemen sudutin suporter dan kembali lagi jadi pahlawan masyarakat selesai  prayforkanjuruhan
9142,pssi panpel polisi amp  terkait wajib bertanggung jawab atas kejadian semalam di kanjuruhan ini bukan lagi duka malang tapi duka seluruh rakyat indonesia  prayforkanjuruhan
9143,  apakah ketua anda cuma bisa minta maaf tanpa berani meletakkan jabatannya dan apakah ini juga merupakan blunder polisi dalam hal mengontrol massa indonesia kanjuruhan fifa
9144,disebut langgar aturan fifa polisi beri penjelasan penggunaan gas air mata di stadion kanjuruhan polisiindonesia  fifa  aremania kanjuruhandisaster beritaterkini  gasairmata   selengkapnyagt  
9145, tipikal stadion kanjuruhan itu pintunya dikit bagi  unit polisi polisi yg bertugas menghalau massa di lapangan sama yang di tribun buat atur flow keluar massa cekcok pasti bakal terjadi tapi gabakal sekeos ditembak gas air mata ke tribun
9146,turut berduka cita yg mendalam terhadap korban  yang meninggal  dunia tragedi di satadion kanjuruhan malang jawa timur  saat menonton bola apa bila pihak polisi yg salah dalam menangani peristiwa ini copot kapolda nya dan proses secara hukum
9147, orang tewas dalam tragedi kanjuruhan  diantaranya polisi    dua orang anggota polisi menjadi korban tewas dalam kerusuhan suporter yang terjadi di stadion kanjuruhan malang pada sabtu  oktober  malam  
9148,bahaya gas air mata yang ditembakkan polisi di stadion kanjuruhan 
9149,penyebab tragedi stadion kanjuruhan malang versi polisi kekurangan oksigen 
9150,penyebab tragedi stadion kanjuruhan malang versi polisi kekurangan oksigen 
9151,cc   fifa larang ada gas air mata di stadion kenapa polisi malah menembakkan ke suporter di kanjuruhan 
9152,                          turut berduka cita atas tragedi sepak bola di kanjuruhan malang yang merenggut banyak  korban jiwa sebanyak  orang meninggal dunia dan dua diantaranya polisi  korban lukaluka sedang mendapatkan perawatan di rumah sakit   kanjuruhan 
9153,tragedikanjuruhan dipicu karena polisi menembakan gas air mata kepanikan di pintu keluar stadion kanjuruhan berebut untuk keluar terinjakinjak        
9154,                          turut berduka cita atas tragedi sepak bola di kanjuruhan malang yang merenggut banyak  korban jiwa sebanyak  orang meninggal dunia dan dua diantaranya polisi  korban lukaluka sedang mendapatkan perawatan di rumah sakit   kanjuruhan 
9155,ini sih perasaan dari dulu penonton kecewa yang sampe masuk lapangan dah bukan hal asing ya di sepakbola kita  tp gapernah tuh pake gas air mata buat ngebubarinnya udh diluar nalar sih kejadian di kanjuruhan ini  yg emosi supporter kenapa yg ngebunuh polisi malangberduka 
9156,ketum pssi dari polisi pakai caracara polisi menyelesaikan kerusuhan sepakbola di kanjuruhan pake sop gas air mata yang dilarang oleh fifa akhirnya tragedi kemanusiaan ratusan jiwa melayang ambyar   maka iwanbulewajibmundur 
9157,polisi menembakkan gas air mata seusai laga arema fc  persebaya surabaya di stadion kanjuruhan lantas bagaimana bahaya gas air mata simak selengkapnya gasairmata 
9158,  tni itu mas coba di zoom pake baret hijau polisi di stadion kanjuruhan yang pake celana coklat vest kuning mirip polantas
9159,udah di perjelas dilarang membawa gas air mata kok masih di bawa gak ada cara lain emang buat ngamanin yg gak salah jadi berguguran yg mau tanggung jawab siapa polisi gak akan mungkin kanjuruhan aremania savekanjuruhan 
9160,komnas ham bakal menurunkan tim untuk memantau penanganan tragedi kanjuruhan yang menewaskan  orang komnas ham juga meminta polisi usut tuntas insiden ini 
9161, besok ada  yg ga boleh masuk stadion indonesia  sporter arema yg k  polisistadion tanpa sporter pasti sepi tapi stadion tanpa polisi pasti happy terkadang provokasi d stadion  itu datang dari polisi dn apes nya sekarang mereka membunuh hampir  orang d kanjuruhan
9162,netizen  kecam tembakan gas air mata untuk bubarkan suporter di kanjuruhan malang   kapolda jatim bonek iwan bule polisi goblok tolol fifa banned degradasi persib vs persija isilop suporter marca  baim pssi indosiar arema
9163,tembakan gas air mata di stadion kanjuruhan langgar statuta fifa    gas air mata  fifa  suporter  nyawa  polisi  kapolda jatim  menpora  bonek  copot  mundur  banned  liga   fanatisme  aparat  restinpeace  prayforkanjuruhan   
9164,pak kapolri amp jajaran baik pak kapolda amp jajaran baik pak kapolres amp anggota baik intinya semua polisi baik dan mengayomi kecuali ferdi sambo dan polisi yang tugas di kanjuruhan tadi malem goblok
9165,kronologi kerusuhan di stadion kanjuruhan yang tewaskan  orang  diantaranya polisi 
9166,gas air mata yang dipakai polisi di stadion kanjuruhanmalang menyebar ke seluruh indonesia kita pasti akan selalu pedih dan menangis selamanya saat ingat kejadian ini ini tragedi kemanusiaan 
9167, apa kalian para polisi tidak punya anak adik kakak suami istri ayah ibu kok bisa nya enteng gitu nembak gas air mata ke tribun yang masih banyak isinya  kanjuruhan prayforkanjuruhan
9168, itu tni topinya baret hijau polisi di stadion kanjuruhan yang pake celana coklat vest kuning hijau mirip punya polantas
9169,   liat regulasi fifa mas kalau penggunaan gas air mata di larang untuk dibawa di stadion gw pernah ngalamin sendiri waktu di magelang polisi nyemprotin gas air mata sedikit aja perihnya ke mata sebegitunya kok terus liat yang di kanjuruhan gmna itu gas air matanya tebal sekali
9170, aremania dan  polisi meregang nyawa pemicu utama rusuh di stadion kanjuruhan terungkap 
9171,kepada presiden ri tolong usut tuntas ketidak profesional an polisi dalam tragedi kanjuruhan
9172, halo bp kapolda jatimitu polisi di stadion kanjuruhan sangar banget ya
9173,ada gas air mata di stadion aja udah aneh haduh polisi kok pada gitu ya makin makin deh masyarakat ga percaya sama aparat rest in peace para korban kanjuruhan semoga segala amal ibadah mereka di terima di sisinya semoga tak ada lagi kejadian serupa di tanah air ini
9174,lagi dan lagi polisi mending bubarin kepolisian aja sekalian deh daripada anggotanya dikasih diskresi eh malah banyak mudhorotnya  rip para korban kanjuruhan acab
9175,tragedi menguras air mata di kanjuruhan   karena tindakan amp tupoksigila gilaan   oleh kepolisian   sudah waktunya karakter polisi   di restorasi   agar punya dasar hati nurani   jangan hanya bangga pegang   senjata amp amunisi secara membabi buta  fahami
9176,kepada presiden ri tolong usut tuntas ketidak profesional an polisi dalam tragedi kanjuruhan
9177,siapa yang harus disalahkan   polisi hanya bertugas menjaga keamanan suporter hanya memberikan dukungan  sedngkan federaasi kurang kordinasi masalah keamaan juga mentingin cuan metingin rating lucuu  ini nyawa bukan tikus kanjuruhan ripsepakbolaindonesia
9178,menurut institute for security and strategic studies tragedi kanjuruhan menunjukkan polisi tidak bisa melakukan prediksi amp pencegahan apabila terjadi kerusuhan di stadion sehingga muncul korban akibat desakdesakan di pintu sempit karena suporter panik  
9179, supporter harus bs menerima kekalahan  polisi harus ngerti sop penanganan kerusuhan dalam stadion  kanjuruhan kanjuruhanstadium kanjuruhandisaster
9180,dilarang fifa kenapa polisi tembakan gas air mata di stadion kanjuruhan 
9181,dilarang fifa kenapa polisi tembakan gas air mata di stadion kanjuruhan 
9182,kronologi tragedi kanjuruhan versi polisi gas air mata ditembak ke tribun penonton 
9183,kenapa si profesor mm tak ribut soal polisi bunuh rakyat di stadion  tembakan gas air mata ke tribun stadion kanjuruhan diduga menyulut petaka instagram polres malang diserbu 
9184,yg sangat perlu dievaluasi penggunaan gas air mata ini sebenernya buat mata apa buat pernafasan buat crowd control apa buat membunuh sebijak apa sih para polisi ini citra nya polisi gak pernah bijak dalam bertindak imbasnya apa disalahin lagi kan polisi nya kanjuruhan
9185,inilah  supporter berhimpitan hingga meregang nyawa saat mereka berdesakan keluar menghindari gas air mata yg ditembakkan polisi di stadion kanjuruhan   pssi iwan bule amp kapolda jawa timur harus bertanggung jawab     prayforkanjuruhan 
9186,english premiere league amp serie a italy minggu amp senin dini hari   oktober   link akses             kanjuruhan fifa persibvspersija banned bonek rusuh indosiar polisi ripsepakbolaindonesia restinplace aremania 
9187, stadium malang  korban tewas  kemungkinan bertambah arema vs persebaya bri liga  tragedi dimulai penonton masuk lapangan tak terima arema kalah direspon polisi dengan gas air mata
9188,beberapa pihak yang turut andil besar terjadinya tragedi kanjuruhan malang  aremania polisi pt lib indosiar pssi
9189,tradegi kanjuruhan kiai kampung kecam polisi tembakkan gas air mata  surabaya    koordinator forum komunikasi kiai kampung indonesia  gus maftuch mengecam keras   olahraga aremavspersebaya gasairmata via 
9190,paham kan sekarang dengan peribahasa rajin membaca menjadi pintar malas membaca menjadi polisi artinya sedikit sekali polisi yang pinter dan mungkin polisipolisi yang pinter itu jadi bawahannya polisi yang tidak pinter  aremaberduka kanjuruhan 
9191,    di regulasi fifa gas air mata dilarang digunakan oleh polisi untuk menangani suporter ini ibarat mengatasi masalah dengan masalah lain yg lebih besar terbukti jumlah korban lebih banyak hampir semua mengalami masalah pernafasan cek fakta di rs kanjuruhan yg menangani korban
9192,fix liga  dihentikan pasca kericuhan yang tewaskan  suporter dan polisi di kanjuruhan  bola aremavspersebaya pssi tewas poskota poskotacoid   
9193,masih data sementara   arema kanjuruhan fifa polisi bonek 
9194,daftar nama  jiwa korban tewas kerusuhan stadion kanjuruhan arema vs persebaya kanjuruhan arema polisi 
9195, lebih baik bekukan saja pulangkan setiap pemain asing dan pelatih asing kita gagal jadi tuan rumah piala dunia i banned i persib vs persija i kanjuruhan i innalillahi i polisi i kapolda karim i indonesia i iwan bule i gas air mata dreamfacereveal aremania g
9196,ini detail kronologi tragedi kanjuruhan versi polisi 
9197,arema kampungan banned aja sepakbola arema pendukungnya kampungan nyusahin negara  kanjuruhan crowd polisi pssi
9198,  nambah lagi org tolol buat konten polisi udh ngurusin sambo urusin kanjuruhan eh dpt urusan baru prank kdrt wkwkwk  
9199,ternyata biang keroknya dan pelanggar utama dr polisi jg knp bs begitu ya apa polisi ga tau aturan dr fifa semenjak dr kepemimpinan tito polisi jd semakin arogan sombong dan mrs paling benar dlm tragedi stadion kanjuruhan ini polisi hrs diminta pertanggung jawabannya 
9200,yang bego sampai menyebabkan lebih dari  orang meninggal dunia adalah pimpinan dan anggota polisi yang bertugas di stadion kanjuruhan yang dihentikan liga sepakbola  presiden sama begonya dengan para pelaku yang menembakkan gas air mata 
9201,akibat tragedi kericuhan di stadion kanjuruhan malang sepak bola indonesia disanksi fifa   kanjuruhan  restinpeace tag kapolda jatim iwan bule polisi derby tolol goblok liga indonesia gas air mata fifa indosiar persib vs persija banned
