,Tweets
8131, beda kenapa ya mungkin karena sambo masih dianggap kali ya sama kepolisian jadi istrinya juga dapat perlakuan khusus beda sama napi perempuan lain yg gak punya hubungan apa apa sama polisi kalo bisa sih semua napi perempuan diperlukan sama kayak istri sambo
8132,jare bojone dilecehnotapi nembak kok yo ngongkonopo sambo ora iso nembakberarti polisi bodo
8133, mungkin polisi maunya di bilang rambo tapi kelakuan sambo
8134,  kalo jokowinya ngga lapor polisi ngapain situ yg sibuk uu nya yg bilang begitu uruslah internal kalian masih banyak modelan sambo didalam institusi kalian woy
8135,sebut polisi sebagai warga sambo di medsos seorang wanita di sikka ditangkap  via 
8136,susul ferdy sambo dipecat polri ini peran kompol baiquni dan chuck di kasus brigadir j polri kembali memecat dua polisi yang diduga melakukan obstruction of justice kasus kematian brigadir j keduanya merupakan mantan anak buah ferdy sambo di divisi… 
8137, kan sudah terjadi di polisisambo tembak j
8138,polisi itu utk mengayomi masyarakat bukan jadi sambo 
8139,pengen komen tentang sambo udh males banget sama polisi najis pengen komen mengenai bbm naik udh males ma pemerintah saat ini bangsat semua udh kagak percaya sama mereka cuih
8140, yakin cuma dipecat doang kenapa ga di sita aset nya polisi yg tersandung kasus sambo lumayan itu bwt kas negara tapi jangan dikelola polisi lagi😂
8141,hukumcacatulahrezim⁩ ⁦susuralirandanajudiol⁩ mendy الليفر yunanistan apple bishadow  astaga kek gak ada hal urgent lain aja minta polri tuntaskan  sambo  pdip dorong polisi usut mahasiswa gorontalo yang lontarkan orasi jorok ke jokowi  
8142, hak asasi apa   hak asasi orang kaya hak asasi istri pejabat polisi atau hak asasi istri kaisar sambo kemana bacod kalian saat  lain yg punya bayi tp tetap ditahan hidup gak perlu seanjin itu lhaa
8143,kayak bukan polisi aja nih bang sambo kalo ada pemerkosaan lapor diproses masuk tahanan lalu dibuat seolah olah digebukin sama napi napi yang konon pembenci pemerkosa tokh eksekutor di duren tiga sesuai klaim dia orang lain juga suruhan  tembak woy tembak hajar woy hajar 
8144,hampir  polisi lintas jabatan membantu ferdy sambo memuluskan rekayasa kematian brigadir yosua   tempo menyusun para penyokong ferdy sambo dalam rekayasa kematian brigadir yosua siapa saja  simak edisi majalahtempo terbaru klik  
8145,polisi mengatakan tidak ada rekaman cctv di rumah irjen ferdy sambo di magelang jawa tengah  
8146, polisi gonlok gen sambo kayaknya he be
8147,  polisi indonesia adalah sambo
8148, sumpah ini ngeri banget sampai lembaga ham bisa di setir malahan jadi pembela sambo begininih kalau sudah menyinggung penguasa apapun bisa  mana mungkin anak muda brigadir punya karir polisi yg menjanjikan nafsu sama istri jendralbos nya loh  memperkosa dirumah bosnya
8149,bukan baper masak semua polisi dituduh warga seorang pembunuh padahal bukan pembunuh mereka kasus sambo aja mereka g tahu menahu urusannya 
8150,kiprah polisi seakan terbenam dengan kasus pembunuhan brigadir yoshua yang melibatkan irjen ferdy sambo padahal tidak sedikit pengabdian dan kontribusi yang dilakukan anggotaanggota polri di seluruh pelosok negeri riset  adadikompas  
8151, sudah jelas skenario awal bohong tapi dengan bodoh amp ga tau diri   ini menghidupkan motif yg jelas udah di  oleh polisi kalian ada bukti visum enggak selain keterangan tersangkapacar yoshua fitnah keji pdhl ada ibu joshua yg jelas haknya dirampas
8152,kiprah polisi seakan terbenam dengan kasus pembunuhan brigadir yoshua yang melibatkan irjen ferdy sambo padahal tidak sedikit pengabdian dan kontribusi yang dilakukan anggotaanggota polri di seluruh pelosok negeri riset adadikompas  
8153,mungkin pak polisi pakai yurisprudensi nikmar makanya putri sambo gak ditahan
8154, untuk efek jera sepakati aja nama polisi ganti ferd sambo
8155, seorang bawahan perkosa istri bossnya yg dikawal ajudan pribadi dan supir pribadi yg kedua nya polisi dan rumah yg ditunggu sikwalat itu mereka bertiga kmana aja masa iya asisten sambo berani nekat sama istri boss besar yg dikatahui punya kerajaan dan ga ada yg tau aneh
8156, polisi takut sm sambo
8157, bos besar polisi aja raja bohong apalagi si bos mafia sambo 
8158, pimpinan tertinggi polisi pembohong ulung  polisinya polisi si sambo pembohong dan pembunuh  apa yg bisa diharapkan dg kelangsungan negeri ini jika pimpinannya pembohong dan petugas keamanannya pembohong dan pembunuh      🤔
8159,  jgn bilang polisi tp masyarakat sambo
8160,sebut polisi sebagai warga sambo di medsos seorang wanita di sikka ditangkap polisi   keterlaluan banget sih polisi 
8161,logika aja  kok ya balik ke jakartanya masih ttp sama pelaku pelecehan sambo kok  ngebiarin putri sm yoshua pulang bareng ancur banget citra polisi  dua spesies ini🤣😅🤣😅🤣 
8162, polisi seriusan gamau nangkep pelaku pembantaian  nih   orang termasuk sambo dkk loh pengecut lu
8163,    wkt rekonstruksi bharada e sd jc sambo sd non aktif  sy sih yakin polisi serius mengembalikan kepercayaan masyarakat  investigasi dengan teknologi tinggi forensik d lintas ilmu psikologidll
8164, polisi dh gk dipercaya keadilannyaganti nama jgenk sambo beraksi
8165, semakin menguatkan klo itu polisi sambo
8166,disolo polisi dipanggil sambosambo 
8167,sudah ada beberapa polisi di pecat dan jadi tersangkakarna sekenario kasus sambo dan sekenario pelecehan tidak di temukan tapi sekarang itu di munculkan kembali oleh komnasham bahkan media menanggapi  ada apa dengan mereka 
8168,gegara sambo anak polisi jd pada di bully anjrr
8169,kayanya harus mengganti kata kasar anjing jadi sambo ga sih wkwk ih polisi ini sambo banget deh 
8170,  sambo tangkappasti ada yg berusaha menjilat lagi kek sambo polisi brengsek
8171,  padahal tentara di belakabg soeharto syukurnya tentara akhirnya bisa memaklumi kemarahan rakyat  klo ada demo sprti dulu polisi yg terkena kasus sambo bisa berpikir jernih sprt militer di zaman soharto itu bisa lbh fleksibel tdk agresif sprt zaman tito
8172,bau keadilan    killinginthenameof killer justice theactofkilling keadilansosialbagiseluruhrakyatindonesia transparansiberkeadilan sambo darkadepropaganda darkade gusdarkart polisi presisi bau keadilanrakyat 
8173, msh mending drakor minmsh ada polisi atau jaksa yg baik meski cm satu dua org musuhnya banyak tp msh bs menanglah kasus sambo ni gak yakin aku keadilan bs ditegakkan
8174, belajar seperti pak sby dihina tak menghukum rakyatnyapolisi fokus ke sambo karena ini meyangkut mafwah kepolisianhidup mahasiswa hidup rakyat indonesia
8175,polisi ferdy sambo   effect baca berita tentang dia mulu 😵‍💫 
8176,polisi ferdy sambo   effect baca berita tentang dia mulu 😵‍💫 
8177, begitu bengis nya sambo ini kepada sesama polisi apalagi kepada masyarakat sipil  pertanyaannya kok bisa manusia seperti ini mendapat posisi penting  siapa pembina nya 
8178, pk  jgn salahkan rakyat yg beli mobil salahkan pabrik mobilnya sekalian apalagi menyalahkan rakyat kecil bpk sj ber comunity dgn yg mewah hidupnya sampai polisi sj ada geng sambo demi hidup mewah
8179, bukan hanya wanita itu yg nyebut polisi dgn sebutan sambo pasal hukumnya masih  kalau mau disidangkan
8180,mana ada polisi dgn karir cemerlang merkosa istri jenderal atasannya jijik bgt masa polri ga bisa ungkap kebenaran apa yg sebenernya terjadi sambo sama putri itu doyan ngibul jgn langsung percaya dong sama keterangan mereka    savepolri 
8181,buntut oknum polisi represif dan kasus sambo hmi makassar minta presiden copot kapolri 
8182, coba deh polisi yg interograsi  diatas nginterogasi sambo sibtukang bohong dg cara bgitupasti deh sambo cepet ngakutapi polisinya berani nggak
8183, polisi sambo dicaricari motifnya biar lolos orang lain dicaricari kesalahan biar dipenjara polisi polisi jadilah pengayom pelindung masyarakat
8184, mau diapain kek  itu urusan pc tolong bkn hny sambo  tapi shampoo bersih ketombe polisi slrh indonesia   voldemort narkoba miras judi amp kegelapan masih selimuti hogwart gaya hidup polisi sngt kontras dg gaji asn ppatk tak lihat netizen lihat   
8185, polisi bisa menentukan presiden bisa bertahan di tahtanya atau turun anggota dpr dikepung demonstran atau sejahtera menikmati fasilitasnya polisi adalah kunci kekuasaan di indonesia semua harus  dengan polisi  wajar jika istri sambo pejabat polisi diperlakukan istimewa
8186, kemarin ngakunya a bsk b skrg z kebanyakan gonta ganti skenario luuu ketauan bgt boong nya polisi juga bego emg gabisa nyiriin org boong sm benerr apa atau emg sengaja ga mau ngelanjutin kasus sambo dan pc ke penjara takut disuap brp sih
8187, makanya sekarang polisi banyak over tindakan seolah olah bekerja brantas judi online atau apalah kasus si sambo diulur ukursemua untuk menutupi keburukan mereka
8188, saya mau tanya pendapat pak  tentang pasal rkuhp penghinaan kepada presiden dan wakil presiden yang terancam hukuman  tahun  bulan apakah ini sesuai dengan semangat demokrasi yang baik bgm dg kasus seorang wanita  yg ditangkap hanya krn bilang polisi warga sambo
8189,   gimana mau keras sama istri jendral istrinya polisinya polisi susah kak kapolri aja bestienya sambo
8190,susul ferdy sambo  perwira polisi ini sampai dipecat dari polri 
8191,  semoga yg periksa si kontet itu polisi cinta sambo y bang
8192, keadilan hanya untuk istri jendral amp si kaya    kalian tunduk pada sambo amp putri sangat pantas masyarakat ga percaya polisi lagi   ga berguna dan bikin gaduh bukan tim forensik ataupun penyidik tapi menyimpulkan tanpa bukti
8193,wanita ditangkap gegara sebut polisi warga sambo mestinya pejabat atau penyelenggara negara siap dikritik jangan cuma siap dipuji 
8194, dg tdk ditahannya istri sambo publik semakin tdk percaya dg polisiyg dijaga marwah polri apa istri sambo ya
8195,polisi  sambo  sambo sinonim dari polisi  yuk kita normalisasi kata ini sobat 
8196,wanita ditangkap gegara sebut polisi warga sambo mestinya pejabat atau penyelenggara negara siap dikritik jangan cuma siap dipuji 
8197,kejadian kayak gini sambo dan pelanggaran hukum lainnya akan terus berulang selama lembaga pengawas polisi lemah serahkan pengawasan polisi ke pm tni atau beri wewenang tni untuk mengawasi polisi koramil mengawasi polsek kodim polres dst   
8198,buntut oknum polisi represif dan kasus sambo hmi makassar minta presiden copot kapolri 
8199,pak kapolri   tolong squad sambo di lapangan dibabat habis banyak kebaikan polisi  tertutup oleh  keburukan squad sambo 
8200,berarti selama ferdi sambo kasusnya di puterputet terus  sementara dia udah kehilangan jabatan brigjen di polri dia jadi mafia tanpa jabatan polisi aja dong
8201,     pantesan ada larangan agar polisi tdk memamerkan kemewahan ternyata banyak sisi lain dengan terkuaknya geng sambo ternyata banyak mafia nya 😂 
8202,wanita ditangkap gegara sebut polisi warga sambo mestinya pejabat atau penyelenggara negara siap dikritik jangan cuma siap dipuji  
8203, harus adil bang jangan sampe lu kayak oknum polisi yg nuduh dan maksa orang masuk penjara dgn cara disiksa  kalau sambo sih bodo amat tapi istrinya nanti dulu  karna bisa jadi dia emang korban perkosaan
8204, sepertinya sengaja agar masyarakat tidak lg berfokus pd kasus sambo yg banyak sekali menyeret petinggi polisi yg sdh wajib dirombak krn jadi sarang mafia
8205,sebut polantas di sikka sebagai warga sambo di medsos seorang wanita di ntt diamankan polisi 
8206,terungkap peran  polisi di kasus ferdy sambo hingga dipecat polri 
8207,selain ferdy sambo ini dua perwira polisi yang dipecat secara tidak hormat 
8208,selain ferdy sambo ini dua perwira polisi yang dipecat secara tidak hormat 
8209,itu sambo ama putri kenapa jadi polisi siik mendingan mereka bedua jadi sutradara ajaa daah bikin sinetron indosar soundtrack  kumenangis  gitu kebanyakan haluu masyarakat udah muak soal beritanya jujur ajaa laah jangaan ngarang mulu
8210,kan demo kan 🙄 wayo demo lagi 😏 ntah apa  pande²an naikan harga bbm  saran dri menteri ke presiden emang kgak betul 😒  mana polisi masih sibuk ngurus si sambo 
8211,  pasti polisi na warga si sambo eta mah a
8212,sambo itu bukan kasus  karena tidak ada yg dirugikan atau merasa dirugikan sambo adalah proses alamiah timbalbalik yg hrs terjadi krn kenyataannya berlangsung diruang lingkup keluarganya sendiri amp lingkungan pekerjaannya sambo telah jadi model contoh seorang polisi indonesia  
8213,kapan kelar  bbm udah naik kalian masih bingung gimana hukuman yang cocok buat si sambo sudahlah jujur saja apa yang sebenarnya terjadi masa polisi dari sabang sampai merauke engk ada yang berani bersatu ngelawan kelompoknya si sambo
8214,sudahlah jangan banyak sandiwara kita semua sudah bosan dengan drama film indonesia apalagi skenario oknum polisi masa iya terpuruk terus antara manipulasi belanja produksi film dengan kebohongan kelompok sambo sama aja
8215,  dan   kalian ini punya hati nuranitidak  mengapa kalian demikian tertarik dgn dugaan adanya pelecehan seksual padahal ada korban pembunuhan yakni brigpol joshua dan apa yg kalian suarakan sudah dihentikan oleh polisi krn tidak cukup bukti
8216, yg ga patas itu polisi ga tahan istri sambo jd jgn sok jd pahlawan lah polisi urus internalmu ga beres itu
8217,ayo viralkan  nakal  bejat anak buah sambo‼️🖕🖕                                                     kakorlantas tindakan polisi sprt ini apa di benarkan jgn bikin polri tmbh bobrok aja ‼️🖕🖕 
8218, cair nejejangan duit penemuan dirmah sambo yg dikonformasi polisi dan juga di sangkal alias hoax oleh polisi itu utk tutup mulut orang² dungu plus gak punya malu
8219,bbm dinaikin sembari mengalihkan mata publik dari kasus sambo polisi sedikit bernafas lega
8220, itu sambo ama putri kenapa jadi polisi siik mendingan mereka bedua jadi sutradara ajaa daah bikin sinetron indosar soundtrack kumenangis gitu kebanyakan haluu masyarakat udah muak soal beritanya jujur ajaa laah jangaan ngarang mulu
8221, makin kacau nih negara gegara si sambo and  tai kucing banget sih oknum polisi sesat yg punya banyak duit
8222,anak buah sambo ini mahhhpecat pak kapolribikin rusak citra polisi aja 
8223, komnas ham tdk sejalan dgn penyidikan polisi dan kaya humas nya sambo
8224,agak gimana ya diperkosa dan dibanting tapi masih bisa satu mobil ke duren  pak sambo propam loh masa gak ngerti hukum kalo beneran kenapa gak buat laporan ke kantor polisi magelang langsung kn locus delicti nya di magelang masa sekelas propam hal beginian gtw 
8225,jangan ditahan krn telah berhasil menghancurkan sambo grup dlm dunia kejahatan dilingkungan kepolisian kita hrs bangga punya ibu jagoan yg tdk mungkin bisa ditiru oleh  polisi yg lain nkri bahagia punya pahlawan perempuan penghancur kejahatan mana  koruptor lainnya  
8226, sambo polisipolisi sambo
8227, chuck putranto amp baiquni wibowo dulunya bercitacita masuk polisi ingin bela negara eh taunya bela si ferdy sambo si pembunuh brigadir josua itu kalian di ptdh biar ada di barisan si sambo itu 
8228, polisi mafia  ala the god father  al capone  ham  stempel sogokan genk sambo
8229,  sambo itu bandit nya polisi
8230,sambo antara polisi dan politik ft haris azhar rizal ramli zulfan li  via 
8231, polisi mafia genk sambo  ala the god father  al capone
8232,kepada bapak kadiv propam yang baru tolong kumpulkan semua  alat setrum dari seluruh kantor polisi se infonesia dan musnahkan dan larang polisi menggunakannya lagi kalau tidak mau bapak si sambo juga dong lebih baik polri dibubarkan  saja  
8233, coba kadiv propam yang baru kumpulkan alat setrum dari seluruh kantor polisi se infonesia dan musnahkan dan larang polisi menggunakannya lagi kalau tidak mau bapak si sambo juga dong
8234,viral di ntt satu wanita ditangkap gegara sebut polisi adalah warga sambo begini respon kapolda ntt 
8235,soal anggapan  perwira tidak mengetahui ferdy sambo eksekutor yoshua pengacara brigadir j apa keahlian polisi 
8236,bukan pieter sambo inilah sosok ayah ferdy sambo yang asli ternyata bukan seorang jenderal polisi tapiamphellip 
8237, anjing tuh polisi anaobuah sambo
8238, hnya bharada e lah  nya kunci tpi apalah daya  kebenaran di lawn  polisi komnasham kompolnas dan yang ada dlam lingukngan sambo merka jdi pembela nyamereka semua ketakutan sama  kaisar
8239,bahkan ada seseistri salah satu petinggi jendral polisi yg lg wara wiri perkara kasus sambo punya kedai kopi sendiri beli franchise ny dr jepang  gapapa buat investasi masa tua kok aku sih berusaha positive thinking 
8240,akwoakwo polisi anak buah sambo 
8241, pelecahan tidak mungkin  jika pelecehan kenapa cctv harus dihilangkan mereka malah beralasan di sambar petir sambo yang seorang polisi justru paham dengan barang bukti sampai sekarang gaada barang bukti pengganti cctv itu utk mendukung statement bohongnya
8242, masuk polisi itu kan harus sehat jasmani dan rohani kok aku gk percaya kalo joshua punya gangguan penglihatanmata ya
8243, sambo itu polisi yang membunuh polisi jadi sambo adalah polisi dan polisi adalah
8244,yg masih percaya ma sambo polisikompolnas komnas ham dan orang bodoh 
8245, teriakkan sambopada oknum mafia polisi yang sok jagoan kita hormati apabila polisi  mengayomi
8246, dulu mereka demo dikawal amp dijaga polisi skrg kalian mau demo ya dihajar sama polisi untungnya sambo kena kasus agak longgar sepertinya klo sambo masih menjabat pasti bakal rame amp bisa² internet dimatikan 🔥
8247, oknum polisi sambo
8248, tiap inget polisi selalu inget sambo salah ga gue 
8249, coba min kasih ulasan gaji polisi itu berapagaji tentara itu berapa tunjangannya berapa biar kita nggak salah faham sama institusi tempat pk sambo kemarin menjabat🤦
8250,viral sebut polisi warga ferdy sambo yang selalu meresahkan cewek ini langsung diciduk   jokowi gaji cebong rp  pertamina slebew pemerintah dirumah rp   mahasiswa breakingnews tuntutkominfo   bbmnaikjokowiturun jokowimundurataurevolusi 
8251, kagak percaya gue  entah seperti apa dibelakangnya ehbbm naektvone jangan jadi tvo sinetron sambo ini kemungkinan besar kaya sinetron tak berujungjadi sebelum polisi balik ke asalkejadian ini akan makin menjamur dan menjadi bom waktu
8252,komentar di medsos sebut polisi yang melakukan penilangan sebagai warga sambo yang meresahkan seorang wanita berhijab di ntt ditangkap  portal islam 
8253,kandang ayamkan saja pak polisi spt fsambo 😋 
8254,ferdy sambo cs tak punya peluang untuk kembali jadi polisi  
8255,kasus sambo dan berbagai kriminalnya oknum polisi menunjukkan bahwa yang lebih penting untuk revolusi mental adalah aparat   ketimbang menag sibuk jualan moderasi beragama ke kampus mending ke  sana lho
8256,buntut oknum polisi represif dan kasus sambo hmi makassar minta presiden copot kapolri 
8257,hmi cabang makassar menggelar demontrasi menuntut reformasi total di tubuh polri buntut tindakan represif oknum polisi terhadap kader hmi maupun kasus sambo kasussambo 
8258,  dari berita yang saya baca sambo itu ada di jakarta pas dugaan kejadian pelecehan kebohongan soal lokasi kejadian pelecehan biarlah polisi yg usut dan kita dukung ini bicara motif org membunuh berencana itu karena apa bisa jadi patut diduga karena pelecehan
8259, tahan lah keliatan banget karena dia istri sambo jadi nampak polisi masih mengistimewakan sambo
8260,polisi lagi sibuk urusi sambojd lupa yg ginian harus ditangkap  
8261,polri merespons unggahan istri brigjen pol hendra kurniawan seali syah terkait surat berisi permintaan maaf dari irjen ferdy sambo  merahputihcom polisi polri postingan   
8262,  baru sebut polisi adalah pasukan sambo sudah kena ciduk
8263,viral sebut polisi warga ferdy sambo yang selalu meresahkan cewek ini langsung diciduk 
8264,    tetiba teringat sambo dah gitu pak polisi maen belok pindah jalur sembarangan bikin kaget  🤣
8265, polisi masih sibuk ngurus sambo 
8266, polisi lagi sibuk ngurusin polusi sambo
8267, miriss malah ditempat mencari keadilan dan perlindungan dijadikan ferdy sambo seperti tempat geng pembunuh bayaran  polisi macam apa mereka ini  
8268,daftar  perwira polisi yang terjerat kasus ferdy sambo dua sudah dipecat 
8269,daftar  perwira polisi yang terjerat kasus ferdy sambo dua sudah dipecat 
8270, lagi trending tiktok  sma pake seragam pramuka bergaya sambo nah pesan polisi langsung sampai ke generasi muda keren   
8271,  ketika anda sibuk mengamankan kasus sambo intitusi kepolisian makin parah saja bagaimana dengan polisi presisi
8272, polisi sambo bisa juga berarti polisi belajar bela diri russian sambo
8273,kapan ya ga ada masalah di pemerintahan sekali aja dari sambo data bocor koruptor bisa nyalon lagi polisi nangkep seenaknya mu puasa  tahun dll ga ada gitu yang kayak sekali aja liat berita bagus tentang pemerintah
8274,depresi kok pake baju putih sepatu putih masih bisa pakein sambo masker  polisi udah konferensi pers bahwa pelecehan seksual itu tidak ada dan tidak terbukti secara pidana loh dan dihentikan  kasus ini makin terang atau makin ruwet  
8275,polisi  warga sambo 
8276, polisi emang sudh jd sambo semua kayanya
8277, yg diherankan  polisi aja sdh  kasus pelecehan seksual kalau    punya bukti lain yg lebih kuat yg bisa menganulir  polisi silahkan tunjukan dong jangan asal bacot  sdh jadi komnasnya sambo ya seperti  juga tuh
8278,harusnya sambo menyatakan bertanggung jawab atas semua kejadian yang telah terjadi  jangan sampai ada lagi polisi yang di pecat kecuali sambo
8279,polisi mah aneh kalo mereka merasa bukan bagian dari sambo mustinya mereka santai saja  polisi bukan warga sambo tapi warga chandrawati bubarkanpolri pecattitokarnavian makzulkanjokowi pecatlistyosigit 
8280,   polisi semua itu yaa brt sambo sdh menggunakan kekuasaanya utk menutupi kejahatanya membunuh polisi ya
8281,  percuma demo ntar yg ngadepi polisi kaya sambo bisanya main tembak pendemo
8282, ada dnanya si sambo bangsat di dlm diri polisi tsb
8283,yang di tembak polisi pelaku…polisi yang ngurus kasusnya polisi tapi yang mati cctv… 🤔  brigadirj sambo justiceforbrigj
8284,   tenang polisi gorontalo ngga ngurusin kasus sambo  ngga pake lama ntar malam ato besok pagi ada kabar pastinya dia di ajak ngopi ke polsek terdekat 😂😂😂😂
8285,janganjangan sambo sdg dikibuli oleh istrinya secara biasa tak mungkin j ingin memperkosa pc pc sdh berusia mana menariknya terlebih pc istri bosnya yg polisi tentu scara psikis j ga berani   ini pemutar balikan fakta yg terjadi justru pc selingkuh ketahuan j 
8286,seali syah istri brigjen hendra kurniawan mengunggah surat yang ditulis irjen ferdy sambo berisi bantahan bahwa suaminya menghapus rekaman cctv kasus pembunuhan brigadir j    inews polisi brigadirj ferdysambo brigjenhendrakurniawan 
8287, memang plecidennya siapa siapa yg ngangkat kapolri tito yg membentuk satgassus siapa yg mempromosikan sambo adik rambo jadi jendral siapa yg ngangkat tito jadi mendagri siapa yg menjadikan polisi bisa jadi    knp kok sdh  bln kasusnya ga 
8288,   polisi nya si sambo dkk
8289,satu per satu gengster duren tiga disikat polri sudah dua loyalis ferdy sambo dipecat tidak hormat siapa lagi selanjutnya polisi yang dipecat 
8290,tip buat polisi biar ga disebut warga sambo  jangan jadi warga sambo 
8291, padahal bener yg dibilang mbak ini polisi kan anak buah sambo
8292,tdk boleh anggap reme hasil investigasi komnas ham rekomendasi ke polisi amp jaksa  bersifat himbauan tapi uu ham psl  ayat  h ttg amicus curiae mitra peradilan rekomendasi diberikan ke hakim sebelum ambil keputusan jd hari ini  komnas untungkan sambo amp putri 
8293, utk kasus sambo aq sih lebih percaya polisi dri pd 
8294, kalo gini caranya polisi harus nya nangkap semua yang nyebut warga sambo
8295, polisi warga sambo 
8296,usai perusakan cctv kini giliran pelanggaran etik deretan  anggota polisi ini terancam susul ferdy sambo  lewat  online
8297,begini nasib  polisi pengikut irjen ferdy sambo  sudah dipecat  tunggu giliran 
8298, hei sambo pembohongmana bukti bicaramu knp kau tdk visum istrimu saat di magelangamplapor polisi saat itu  makanya ngomong pakai otak bukan dengkul dasar jenderal  kau  istri raja ketahuan memaksa selingkuh dgn pembantunya eeemalah pembantu yg difitnah
8299,  yg love polisi cuma sambos 🤣😀
8300,daftar perwira tinggi polisi yang dipecat terkait kasus sambo 
8301,  yang bersalah harus  mendapatkan hukuman yg berat apalagi berencana jangan pandang di kaisar kalo sambo ngga dihukum lantas tugas polisinya polisi ngapain cm nerima gaji dari kerjaan yg melanggar hkm dan nyiksa jg bunuh orang jangan tanya yang mana polisi lebih tahu
8302, keterang demi keterangan yg diterangkan justru semakin tidak terang pasti harus ad yg jadi tumbal dalam kasus ini demi memperingan amp menjaga nama baik sambo amp polisi padahal dia yg sebenarnya adalah kunci utama untuk membongkar para  yg bermain kotor
8303,hei   kalian punya nurani k tdk mestinya kalian membela hak hidup org yg dilanggarapapun perbuatannyabukan org yg melanggar yg kalian bela utk sementarakalian tutup mulut sj dulubiarkan  polisi bekerjamakin kalian bèrsuara makin kabur kasus sambo
8304,nih gue udah greget banget sama sambo sama polisi di belakang dia masih aja berusaha bikin skenario baru udah ga ada yg percaya pak buk🙏 
8305, kalo gitu harus dihukum si sambo karena polisi tidak mau disamakan dengan sambo atau keluarganya jangan malah si sambo tidak jadi jadi tersangkanya  lalu kalau tukang rekayasa kasus itu siapa  jangan tanya sama saya kasus yang mana polisu lebih tahu
8306,andalan  preman sambo brbaju polisi 
8307, tag sambo putri polisi seto ham kabeh tag sugan maca jeung ngeuh
8308,begini nasib  polisi pengikut irjen ferdy sambo  sudah dipecat  tunggu giliran 
8309,dna sambo bener toxic cari polisi bener ibarat nyari jarum di jerami sangat presisi sekali pak  kelakuan anak buahmu ini acab polisitembakpolisi 
8310,ini profil kompol chuck putranto polisi yang dipecat usai bantu ferdy sambo hapus cctv tkp pembunuhan brigadir j 
8311, kasian keluargane bapake polisi bapak bapake dipecat dari kepolisian… 😰 ini gara gara kesalahan sambo musti ditanggung deritanya oleh anak buahnya dan keluarganya😰
8312, kami masyarakat ini sangat bangga dengan polisi yang humanis pelindung pengayom dan pelayan rakyat itu saja pak kapolri anda pasti tau mana yang benarbenar bhayangkara dan bhayangkari sejati momentum brigadir joshua adalah langkah tepat
8313,dirmh pasti banyak polisi yg jagaminimal polisi dari polsekpolres setempatkoq diperkosa tdk teriak sih wooy sambo jangan² istri loe diperkosa rame² oleh penjaga tunggu azab allah lain menyusul atas kebohongan loe 
8314,  polisi warga sambo sambo sambo sambo sambo sambo sambo sambo
8315, breakingnews prank pemerintah prank bbm naik prank sambo polisi polri prank ekonomi rakyat  prank penegakan hukum adil  harga naik     prank buyback indosat  prank  lapangan kerja   mahasiswa online gedung nganggur kurikulum merdeka g usah belajar cita selebgram 
8316,setinggitingginya tupai melompat akhirnya jatuh pulak  jendral polisi ferdy sambo  slamat sore warga net ku nusantara  sepi ing pamreh  rame ing gawe  u indonesia maju
8317,istri ferdy sambo belum ditahan pakar hukum polisi harus berkomitmen semua sama di mata hukum 
8318, gmn sambo bisa membela posisi nya sendiri sangat sulit jika terbukti kuat maruf berhubungan intim sama pc maka istri sambo itu jadi aktor pembunuhan  hukuman mati belom lagi  polisi yg terkena ptdh   bongkar kebusukan ferdy sambo gak terima di ptdh
8319, polisi sambo
8320, setuju harus di tangkap polisi sedang berbenah jangan diperberat dengan ocehan receh bantu dengan apresiasi apa untungnya mengolok olok polisi dengan kata sambo
8321,  hukum suka suka polisi dasar warga sambo 
8322, kasus sambo aja ngk jelas  bagaimana orang mau percaya  dasar polisi sambo
8323,  yakin tuhhgw ga yakinpasti ntar diciduk dgn pasal penghinaan dahtd aj gw liat berita warga nyebut polisi dgn bilang sambo aj lgsg ditahan🤣🤣
8324,usai perusakan cctv kini giliran pelanggaran etik deretan  anggota polisi ini terancam susul ferdy sambo 
8325,viral di ntt satu wanita ditangkap gegara sebut polisi adalah warga sambo begini respon kapolda ntt  
8326, polisi sambo cabang medan
8327, sambo emosi dan tidak lapor polisi  oiya dia kan polisi jangan² yg dia lakukan itu adalah tindakan terukur
8328, nama polisi diganti sambo mul
8329,  sudah lama citra polisi tidak baik di mata masyarakat bahkan semakin buruk  banyak kasus yg justru mencoreng institusi polri mulai narkoba perselingkuhan kasus tebang pilih kekejaman terhadap demonstran km  puncaknya sambo  tentu saja semua ada eranya  semua juga tahu
8330, wkwkwk polisi skrg  ada sambo larii hahahah
8331, polisi an buah sambo 🫠🫠
8332,garagara sambo  polisi dipecat  menunggu giliran 
8333,harga minyak dunia naik  bbm naik harga minyak dunia turun bbm  bae pas skrg minyak dunia turun bbm malah naik alasannya ga kuat subsidi    rasa sambo pemerintah rasa polisi shame on yall mf
8334, polisi harusnya tidak pilih kasih istri sambo harus ditahan jgn krn istri jenderal polisi jd di istimewakan semua sama di depan hukum
8335,bersihkan polisi berwatak sambo 
8336,bersihkan polisi berwatak sambo 
8337,  masalahnya pak sambo ini polisinya polisi kak jd susah kalo berhadapan org yg pny power mah apalagi kpai amp lpsk kek pro ke sambo dokter forensik nya pun keknya jg ngang ngong ngang ngong pas ditanyain sama rosi skrg kak seto pun jg kek memihak ke tersangka seedan itu
8338,salut pak  semoga bapak gak sendiri dlm berjuang anggota bapak di lapangan bener bener buruk pak citra nya sekarang lebih parah lagi ada polisi sambo 
